23,Bubble Sort,Reversed,42.9637
23,Quick Sort pivot 3,Reversed,0.0116295
23,Quick Sort pivot random,Reversed,0.012071
23,Heap Sort,Reversed,0.0212788
23,Merge Sort,Reversed,0.0231395
23,Radix Sort base 10,Reversed,0.0093946
23,Radix Sort base 2^16,Reversed,0.0043177
23,Shell Sort,Reversed,0.0084132
23,Tim Sort,Reversed,0.0135007
24,STL Sort,Reversed,0.0068551
24,Bubble Sort,Reversed,48.6086
24,Quick Sort pivot 3,Reversed,0.0134849
24,Quick Sort pivot random,Reversed,0.016035
24,Heap Sort,Reversed,0.0293398
24,Merge Sort,Reversed,0.0223578
24,Radix Sort base 10,Reversed,0.0153056
24,Radix Sort base 2^16,Reversed,0.0041181
24,Shell Sort,Reversed,0.0073622
24,Tim Sort,Reversed,0.01338
25,STL Sort,Reversed,0.101221
25,Heap Sort,Reversed,0.293858
25,Merge Sort,Reversed,0.312107
25,Radix Sort base 10,Reversed,0.145754
25,Radix Sort base 2^16,Reversed,0.05622
25,Shell Sort,Reversed,0.107271
25,Tim Sort,Reversed,0.243538
26,STL Sort,Reversed,0.0990804
26,Heap Sort,Reversed,0.307288
26,Merge Sort,Reversed,0.319682
26,Radix Sort base 10,Reversed,0.22133
26,Radix Sort base 2^16,Reversed,0.0759592
26,Shell Sort,Reversed,0.142844
26,Tim Sort,Reversed,0.241071
27,STL Sort,Reversed,1.06944
27,Heap Sort,Reversed,3.69625
27,Merge Sort,Reversed,3.28971
27,Radix Sort base 10,Reversed,1.50467
27,Radix Sort base 2^16,Reversed,0.4777
27,Shell Sort,Reversed,1.21441
27,Tim Sort,Reversed,1.9652
28,STL Sort,Reversed,1.03472
28,Heap Sort,Reversed,3.22723
28,Merge Sort,Reversed,3.15621
28,Radix Sort base 10,Reversed,1.96912
28,Radix Sort base 2^16,Reversed,0.656921
28,Shell Sort,Reversed,1.30059
28,Tim Sort,Reversed,2.07054
29,STL Sort,Reversed,13.1812
29,Heap Sort,Reversed,40.7761
29,Merge Sort,Reversed,37.5989
